"Statistic Label","Quarter","Domestic","Reason for Journey","UNIT","VALUE"
"Average Length of Stay by Irish Residents","2004Q4","Domestic","Business","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2004Q4","Domestic","Visiting friends/relatives","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2004Q4","Domestic","Other reasons","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2004Q4","Outbound","All reasons for journey","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2004Q4","Outbound","Holiday","Nights per Trip","7.4"
"Average Length of Stay by Irish Residents","2004Q4","Outbound","Business","Nights per Trip","4.1"
"Average Length of Stay by Irish Residents","2004Q4","Outbound","Visiting friends/relatives","Nights per Trip","5.9"
"Average Length of Stay by Irish Residents","2004Q4","Outbound","Other reasons","Nights per Trip","5.4"
"Average Length of Stay by Irish Residents","2005Q1","Domestic","All reasons for journey","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2005Q1","Domestic","Holiday","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2005Q1","Domestic","Business","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2005Q1","Domestic","Visiting friends/relatives","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2005Q1","Domestic","Other reasons","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2005Q1","Outbound","All reasons for journey","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2005Q1","Outbound","Holiday","Nights per Trip","7.8"
"Average Length of Stay by Irish Residents","2005Q1","Outbound","Business","Nights per Trip","4.1"
"Average Length of Stay by Irish Residents","2005Q1","Outbound","Visiting friends/relatives","Nights per Trip","6.8"
"Average Length of Stay by Irish Residents","2005Q1","Outbound","Other reasons","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2005Q2","Domestic","All reasons for journey","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2005Q2","Domestic","Holiday","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2005Q2","Domestic","Business","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2005Q2","Domestic","Visiting friends/relatives","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2005Q2","Domestic","Other reasons","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2005Q2","Outbound","All reasons for journey","Nights per Trip","8.8"
"Average Length of Stay by Irish Residents","2005Q2","Outbound","Holiday","Nights per Trip","9.7"
"Average Length of Stay by Irish Residents","2005Q2","Outbound","Business","Nights per Trip","5.7"
"Average Length of Stay by Irish Residents","2005Q2","Outbound","Visiting friends/relatives","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2005Q2","Outbound","Other reasons","Nights per Trip","11.9"
"Average Length of Stay by Irish Residents","2005Q3","Domestic","All reasons for journey","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2005Q3","Domestic","Holiday","Nights per Trip","5.7"
"Average Length of Stay by Irish Residents","2005Q3","Domestic","Business","Nights per Trip","2.9"
"Average Length of Stay by Irish Residents","2005Q3","Domestic","Visiting friends/relatives","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2005Q3","Domestic","Other reasons","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2005Q3","Outbound","All reasons for journey","Nights per Trip","10.1"
"Average Length of Stay by Irish Residents","2005Q3","Outbound","Holiday","Nights per Trip","11.1"
"Average Length of Stay by Irish Residents","2005Q3","Outbound","Business","Nights per Trip","5.5"
"Average Length of Stay by Irish Residents","2005Q3","Outbound","Visiting friends/relatives","Nights per Trip","8"
"Average Length of Stay by Irish Residents","2005Q3","Outbound","Other reasons","Nights per Trip","9.7"
"Average Length of Stay by Irish Residents","2005Q4","Domestic","All reasons for journey","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2005Q4","Domestic","Holiday","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2005Q4","Domestic","Business","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2005Q4","Domestic","Visiting friends/relatives","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2005Q4","Domestic","Other reasons","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2005Q4","Outbound","All reasons for journey","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2005Q4","Outbound","Holiday","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2005Q4","Outbound","Business","Nights per Trip","4.2"
"Average Length of Stay by Irish Residents","2005Q4","Outbound","Visiting friends/relatives","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2005Q4","Outbound","Other reasons","Nights per Trip","5.7"
"Average Length of Stay by Irish Residents","2006Q1","Domestic","All reasons for journey","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q1","Domestic","Holiday","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q1","Domestic","Business","Nights per Trip","2.2"
"Average Length of Stay by Irish Residents","2006Q1","Domestic","Visiting friends/relatives","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2006Q1","Domestic","Other reasons","Nights per Trip","4.1"
"Average Length of Stay by Irish Residents","2006Q1","Outbound","All reasons for journey","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2006Q1","Outbound","Holiday","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2006Q1","Outbound","Business","Nights per Trip","4.5"
"Average Length of Stay by Irish Residents","2006Q1","Outbound","Visiting friends/relatives","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2006Q1","Outbound","Other reasons","Nights per Trip","7.6"
"Average Length of Stay by Irish Residents","2006Q2","Domestic","All reasons for journey","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2006Q2","Domestic","Holiday","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2006Q2","Domestic","Business","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2006Q2","Domestic","Visiting friends/relatives","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2006Q2","Domestic","Other reasons","Nights per Trip","3.8"
"Average Length of Stay by Irish Residents","2006Q2","Outbound","All reasons for journey","Nights per Trip","8"
"Average Length of Stay by Irish Residents","2006Q2","Outbound","Holiday","Nights per Trip","8.8"
"Average Length of Stay by Irish Residents","2006Q2","Outbound","Business","Nights per Trip","5.4"
"Average Length of Stay by Irish Residents","2006Q2","Outbound","Visiting friends/relatives","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2006Q2","Outbound","Other reasons","Nights per Trip","8.2"
"Average Length of Stay by Irish Residents","2006Q3","Domestic","All reasons for journey","Nights per Trip","4.6"
"Average Length of Stay by Irish Residents","2006Q3","Domestic","Holiday","Nights per Trip","5.3"
"Average Length of Stay by Irish Residents","2006Q3","Domestic","Business","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2006Q3","Domestic","Visiting friends/relatives","Nights per Trip","3.4"
"Average Length of Stay by Irish Residents","2006Q3","Domestic","Other reasons","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2006Q3","Outbound","All reasons for journey","Nights per Trip","9.4"
"Average Length of Stay by Irish Residents","2006Q3","Outbound","Holiday","Nights per Trip","10"
"Average Length of Stay by Irish Residents","2006Q3","Outbound","Business","Nights per Trip","7.7"
"Average Length of Stay by Irish Residents","2006Q3","Outbound","Visiting friends/relatives","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2006Q3","Outbound","Other reasons","Nights per Trip","8.4"
"Average Length of Stay by Irish Residents","2006Q4","Domestic","All reasons for journey","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2006Q4","Domestic","Holiday","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2006Q4","Domestic","Business","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2006Q4","Domestic","Visiting friends/relatives","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2006Q4","Domestic","Other reasons","Nights per Trip","2.1"
"Average Length of Stay by Irish Residents","2006Q4","Outbound","All reasons for journey","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2006Q4","Outbound","Holiday","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2006Q4","Outbound","Business","Nights per Trip","5.2"
"Average Length of Stay by Irish Residents","2006Q4","Outbound","Visiting friends/relatives","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2006Q4","Outbound","Other reasons","Nights per Trip","6.1"
"Average Length of Stay by Irish Residents","2007Q1","Domestic","All reasons for journey","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2007Q1","Domestic","Holiday","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2007Q1","Domestic","Business","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2007Q1","Domestic","Visiting friends/relatives","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2007Q1","Domestic","Other reasons","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2007Q1","Outbound","All reasons for journey","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2007Q1","Outbound","Holiday","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2007Q1","Outbound","Business","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2007Q1","Outbound","Visiting friends/relatives","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2007Q1","Outbound","Other reasons","Nights per Trip","7.9"
"Average Length of Stay by Irish Residents","2007Q2","Domestic","All reasons for journey","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2007Q2","Domestic","Holiday","Nights per Trip","3.2"
"Average Length of Stay by Irish Residents","2007Q2","Domestic","Business","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2007Q2","Domestic","Visiting friends/relatives","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2007Q2","Domestic","Other reasons","Nights per Trip","3.5"
"Average Length of Stay by Irish Residents","2007Q2","Outbound","All reasons for journey","Nights per Trip","7.9"
"Average Length of Stay by Irish Residents","2007Q2","Outbound","Holiday","Nights per Trip","8.6"
"Average Length of Stay by Irish Residents","2007Q2","Outbound","Business","Nights per Trip","5.2"
"Average Length of Stay by Irish Residents","2007Q2","Outbound","Visiting friends/relatives","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2007Q2","Outbound","Other reasons","Nights per Trip","8.2"
"Average Length of Stay by Irish Residents","2007Q3","Domestic","All reasons for journey","Nights per Trip","4.7"
"Average Length of Stay by Irish Residents","2007Q3","Domestic","Holiday","Nights per Trip","5.5"
"Average Length of Stay by Irish Residents","2007Q3","Domestic","Business","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2007Q3","Domestic","Visiting friends/relatives","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2007Q3","Domestic","Other reasons","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2007Q3","Outbound","All reasons for journey","Nights per Trip","9.6"
"Average Length of Stay by Irish Residents","2007Q3","Outbound","Holiday","Nights per Trip","10.3"
"Average Length of Stay by Irish Residents","2007Q3","Outbound","Business","Nights per Trip","5.8"
"Average Length of Stay by Irish Residents","2007Q3","Outbound","Visiting friends/relatives","Nights per Trip","8.1"
"Average Length of Stay by Irish Residents","2007Q3","Outbound","Other reasons","Nights per Trip","7.8"
"Average Length of Stay by Irish Residents","2007Q4","Domestic","All reasons for journey","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2007Q4","Domestic","Holiday","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2007Q4","Domestic","Business","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2007Q4","Domestic","Visiting friends/relatives","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2007Q4","Domestic","Other reasons","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2007Q4","Outbound","All reasons for journey","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2007Q4","Outbound","Holiday","Nights per Trip","7.6"
"Average Length of Stay by Irish Residents","2007Q4","Outbound","Business","Nights per Trip","5.1"
"Average Length of Stay by Irish Residents","2007Q4","Outbound","Visiting friends/relatives","Nights per Trip","6.1"
"Average Length of Stay by Irish Residents","2007Q4","Outbound","Other reasons","Nights per Trip","5.2"
